,income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,tenure_yrs,company_ic,claims_no,claims_am,nights_booked,shop_am,shop_use,retired,gold_status,score1_pos,score1_neg,score2_pos,score2_neg,score3_pos,score3_neg,score4_pos,score4_neg,score5_pos,score5_neg,gender_M,client_segment_0.0,client_segment_1.0,client_segment_2.0,client_segment_3.0,client_segment_4.0,sect_empl_0.0,sect_empl_1.0,sect_empl_2.0,sect_empl_3.0,sect_empl_4.0,profitpernight
0,0.40627517582161593,1.2393533181514664,0.8754688963674467,-0.25693802055886733,-0.39861497446230854,1.0302507189791004,0,0,1,0,0,0,1.608414387636987,1,0.0720767676901074,1,0.1894782697546415,-0.17604111623580285,1,1,0,0,1,1,0,1.2888438883533815,1.9354126657466821,2.046030073658272,2.0496294810927855,0,-0.30462002643993075,-0.06699873325306355,0.6110990178199456,3.1111498697910016,1,0,1,0.2570968440038184,-0.6941060025763391,-0.5311017077213437,1.7866276914847703,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,0,1,0,0,0,1,0,0,0,-0.32342585111912764
1,0.20387131168799003,-0.23264248293925777,-0.03710020590941201,-0.25693802055886733,-0.39861497446230854,2.018103251703617,0,0,0,1,0,0,0.3122378329081417,1,-0.12787932126873808,0,0.5401744913384189,-0.17604111623580285,0,1,0,0,1,0,0,0.044797553133049006,-0.46068676326712227,-0.6760012967377677,-0.6364235786814122,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,1,0,0,0,0,1,0,0,0,0.24528465556756524
2,-0.13936685790867384,-0.20771655079367138,0.09371894863663481,0.4592106070935937,4.088792070001694,1.9083418591786707,0,0,0,1,1,0,1.2843702489547757,1,1.0718572124843349,1,0.7271425068642721,-0.42314105709621797,1,1,0,0,1,1,0,1.2888438883533815,0.73736295123978,-0.30265534817970735,-0.3108413896178731,0,-0.30462002643993075,-0.06699873325306355,5.121972481602305,-0.3014371924338569,0,0,0,-3.4255825633502694,0.6210117501642709,-7.853804045339587e-16,7.500248261744675e-16,-1.649902948536632,1.4975628901202234,2.2200701589697096,-0.7623009091271731,0.0,-5.1557972663975215e-16,1,0,1,0,0,0,1,0,0,0,0,-0.4436956625647893
3,0.017344636896582645,0.03437229703127028,-0.2711328600771382,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,1,1,0,-0.6598945831384923,1,-0.12787932126873808,0,-0.5252583220751434,1.3065585289266877,1,1,0,0,0,0,0,-1.1992487820872835,-0.46068676326712227,0.6884084425380527,0.6659051775727443,0,-0.30462002643993075,-0.06699873325306355,-0.6890939217408522,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,1,0,0,0,1,0,0,0,0,0.11774230664092243
4,-0.16506124066096647,-0.15991339325419066,-0.28572693242568914,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,1,0,0,0,-0.33585044445628087,1,-1.1276597660629655,0,0.5175344188890173,1.1212335732813765,0,1,0,0,1,1,0,-1.1992487820872835,-0.46068676326712227,0.9735089850732987,0.9914873666362833,0,-0.30462002643993075,-0.06699873325306355,0.13347712165475462,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,0,1,0,0,1,0,0,0,0,-0.41021848207933476
5,-0.25220398216520423,-0.2357155430667958,-0.35887312636541424,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,1,1,0,-0.6598945831384923,1,0.0720767676901074,0,-1.5283184855618774,-1.6586407613982934,0,0,0,0,0,0,0,-1.1992487820872835,-0.46068676326712227,-1.8503440076567572,-1.857356787669684,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-1.869000333025101,1,1,0,0,0,0,1,0,0,0,0,-0.12835861850248237
6,-0.115005674261453,-0.07625786756009939,-0.22260317371328217,-0.25693802055886733,-0.39861497446230854,2.018103251703617,0,0,0,1,0,0,-0.33585044445628087,0,0.8719011235254893,0,-2.207670593298558,-0.6702409979566331,1,0,0,0,1,1,1,0.044797553133049006,-0.46068676326712227,-0.6081202151817566,-0.6364235786814122,0,-0.30462002643993075,-0.06699873325306355,-0.42374842387130157,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,1,0,0,0,1,0,0,0,0,-0.3086623085539387
7,0.034312625506587216,0.06100548480326669,-0.25530796234979386,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,-0.011806305774069572,1,0.2720328566489529,0,-0.15267169931512342,0.9976836028511689,1,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,0.7359251996272603,0.747300724838629,0,-0.30462002643993075,-0.06699873325306355,-0.7156284715278072,0.7534270679633172,1,1,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,0.5874803910053611,0.5789686419256881,-3.872809172297254e-16,0.0,-2.766591914788144,0.07165962146902818,1,0,1,0,0,0,1,0,0,0,0,0.44292765518494565
8,0.4991143135020696,0.4533328277522906,0.9414059702313816,3.838098127267582,1.8450885477696928,1.4692962890788857,0,0,0,1,1,0,1.2843702489547757,0,-0.527791499186429,0,1.0620956317117105,-0.7320159831717368,1,1,0,0,1,1,1,0.044797553133049006,-0.46068676326712227,-0.9339494066506093,-0.9620057677449514,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,0.56092681087647,-1.4479388817843444,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,0,1,0,0,1,0,0,0,0,1.381527726715005
9,0.7652693348418556,0.9655095156752984,-0.11376304378854697,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,-0.011806305774069572,0,-0.527791499186429,0,-0.8515152601539376,2.1096333367230367,0,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,0.3422149266023968,0.3403229885092051,0,-0.30462002643993075,-0.06699873325306355,0.10694257186779955,-0.3014371924338569,0,1,0,-1.4534549856294774,1.9365512813432215,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,0,1,0,0,1,0,0,0,0,-0.38453225850242034
10,-0.24578038647713107,-0.2282036183105917,-0.2997935081833286,-0.25693802055886733,-0.39861497446230854,-0.39664738384520143,0,0,0,0,0,0,1.2843702489547757,1,0.2720328566489529,0,0.0747785649613154,0.2563837802699236,0,0,0,0,1,0,0,0.044797553133049006,-0.46068676326712227,-1.6806413037667298,-1.6945656931379143,0,-0.30462002643993075,-0.06699873325306355,-0.42374842387130157,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,2.51743900289532,1.5992441746913488,-3.872809172297254e-16,0.0,3.3196193277295167,0.22445023342781012,0,0,1,0,0,0,1,0,0,0,0,-0.33624186253741933
11,-0.23438759412469942,-0.22547200930833564,-0.3397074168956305,-0.25693802055886733,-0.39861497446230854,0.4814437563543689,0,0,0,1,1,0,-1.307982860502915,1,-0.32783541022758356,0,1.0909152816151531e-15,-1.3497658353227746,1,1,0,0,1,0,0,0.044797553133049006,0.73736295123978,-1.1308045431630411,-1.1247968622767208,0,-0.30462002643993075,-0.06699873325306355,-0.26454112514957123,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,1.8503656177899515,2.622699031571319,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,0,0,1,0,0,0,1,0,0,0,0,-0.38480449403908334
12,-0.11173327645809497,-0.07216045405671533,0.06910244106076578,0.7295216087075128,2.9669403088856936,1.0302507189791004,0,0,0,1,0,0,-1.307982860502915,0,0.2720328566489529,1,-0.5906296570946078,0.07105882462461224,1,1,0,0,1,0,0,0.044797553133049006,-0.46068676326712227,0.3354268184467957,0.3403229885092051,0,-0.30462002643993075,-0.06699873325306355,1.1948591131329567,-0.3014371924338569,0,0,0,-1.4221049435495237,-1.6030924507938837,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,-3.1926404294078865,2.397711811030097,1,0,1,0,0,0,1,0,0,0,0,-0.4143825172116643
13,-0.25220398216520423,-0.2357155430667958,-0.35869729416844376,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,1,1,0,-0.9839387218207035,1,-0.12787932126873808,0,-1.1275442229310793,-0.7937909683868406,0,0,0,0,0,0,0,0.044797553133049006,-0.46068676326712227,-1.6399126548331233,-1.6131701458720296,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,0,0,0.0,7.448482714337655e-16,-7.853804045339587e-16,7.500248261744675e-16,-3.785954562709307e-16,3.6561510977639585e-16,-3.872809172297254e-16,0.0,0.0,-5.1557972663975215e-16,1,0,1,0,0,0,1,0,0,0,0,-0.1281544418499851
14,0.14836174894954648,0.1279299053585397,-0.23280144113757076,-0.25693802055886733,-0.39861497446230854,-0.7259315614200403,0,0,0,0,0,0,0.9603261102725644,1,-0.9277036771041199,0,1.0910329428556478,0.8123586472058576,0,1,0,0,1,0,0,-1.1992487820872835,-0.46068676326712227,0.11141924931195953,0.09613634671155077,0,-0.30462002643993075,-0.06699873325306355,-0.6625593719538971,-0.3014371924338569,0,1,0,3.4568190836728805,2.3744903538492874,-2.3011072691280123,-3.277845302159053,-3.785954562709307e-16,3.6561510977639585e-16,-1.0648465827569396,0.5961916851117244,0.0,-5.1557972663975215e-16,0,0,0,1,0,0,1,0,0,0,0,0.018036041338077267
